movie_id,title,status,year,revenue,budget,budget to rev,popularity,genre,production_countries
4566892.0,Anthony Adverse,Released,1936.0,2750000.0,1192000,2.30704698,3.964,Drama,United States of America
4571491.0,Big Brown Eyes,Released,1936.0,359009.0,289696,1.239261157,3.003,Comedy,United States of America
4586481.0,The Bride Walks Out,Released,1936.0,670000.0,289000,2.3183391,1.815,Comedy,United States of America
4520524.0,Snow White and the Seven Dwarfs,Released,1937.0,184925486.0,1488423,124.2425614,53.193,Fantasy,United States of America
4539159.0,Stage Door,Released,1937.0,1762000.0,952000,1.850840336,10.957,Comedy,United States of America
4529919.0,The Awful Truth,Released,1937.0,3000000.0,600000,5.0,10.811,Comedy,United States of America
4539271.0,Shall We Dance,Released,1937.0,2168000.0,991000,2.187689203,8.648,Comedy,United States of America
4558228.0,A Damsel in Distress,Released,1937.0,1465000.0,1035000,1.415458937,4.223,Comedy,United States of America
4578914.0,Saratoga,Released,1937.0,3252000.0,1100000,2.956363636,3.184,Drama,United States of America
4556077.0,Night Must Fall,Released,1937.0,1015000.0,589000,1.723259762,3.085,Horror,United States of America
4590622.0,A Family Affair,Released,1937.0,502000.0,178000,2.820224719,2.959,Comedy,United States of America
4571996.0,The Bride Wore Red,Released,1937.0,1200000.0,960000,1.25,2.929,Comedy,United States of America
4650571.0,Big City,Released,1937.0,1601000.0,621000,2.578099839,1.755,Drama,United States of America
4643522.0,Parnell,Released,1937.0,1576000.0,1547000,1.01874596,1.489,Drama,United States of America
5419065.0,The Woman I Love,Released,1937.0,783000.0,725000,1.08,1.218,Drama,United States of America
4525262.0,The Adventures of Robin Hood,Released,1938.0,3981000.0,2033000,1.958189867,17.934,Action,United States of America
4528268.0,You Can't Take It with You,Released,1938.0,7433101.0,1644736,4.519327722,13.824,Comedy,United States of America
4546532.0,Carefree,Released,1938.0,1731000.0,1253000,1.381484437,6.86,Comedy,United States of America
4548986.0,Vivacious Lady,Released,1938.0,1206000.0,703000,1.715504979,5.855,Comedy,United States of America
4590965.0,The Adventures of Marco Polo,Released,1938.0,1700000.0,2000000,0.85,3.792,Romance,United States of America
4561092.0,Algiers,Released,1938.0,951801.0,691833,1.375766984,3.459,Drama,United States of America
4567464.0,Love Finds Andy Hardy,Released,1938.0,2247000.0,212000,10.5990566,3.253,Comedy,United States of America
4565497.0,Alexander's Ragtime Band,Released,1938.0,4000000.0,2000000,2.0,2.522,Drama,United States of America
4656574.0,Trade Winds,Released,1938.0,964404.0,738733,1.305483849,2.353,Romance,United States of America
4601824.0,A Yank at Oxford,Released,1938.0,2736000.0,1374000,1.991266376,2.313,Drama,United Kingdom
4628228.0,Everybody Sing,Released,1938.0,1003000.0,795000,1.26163522,1.84,Documentary,United States of America
4521203.0,Gone with the Wind,Released,1939.0,402352579.0,4000000,100.5881448,46.849,Drama,United States of America
4520821.0,The Wizard of Oz,Released,1939.0,33754967.0,2777000,12.15519157,44.236,Action,United States of America
4533148.0,The Hunchback of Notre Dame,Released,1939.0,6877900.0,1800000,3.821055556,17.814,Drama,United States of America
4523965.0,Stagecoach,Released,1939.0,1103757.0,531374,2.077175398,17.73,Action,United States of America
4524144.0,Mr. Smith Goes to Washington,Released,1939.0,9600000.0,1500000,6.4,14.052,Comedy,United States of America
4528310.0,Ninotchka,Released,1939.0,2279000.0,1365000,1.66959707,10.44,Comedy,United States of America
4535097.0,The Women,Released,1939.0,2270000.0,1688000,1.34478673,10.029,Comedy,United States of America
4535119.0,Gunga Din,Released,1939.0,2807000.0,1915000,1.465796345,8.318,Action,United States of America
4538174.0,Another Thin Man,Released,1939.0,2223000.0,1107000,2.008130081,8.188,Comedy,United States of America
4548094.0,Bachelor Mother,Released,1939.0,1975000.0,509000,3.880157171,5.279,Comedy,United States of America
4556665.0,The Story of Vernon and Irene Castle,Released,1939.0,1825000.0,1196000,1.525919732,3.814,Drama,United States of America
4860337.0,Winter Carnival,Released,1939.0,474286.0,412640,1.149394145,0.636,Romance,United States of America
4520754.0,Pinocchio,Released,1940.0,84300000.0,2600000,32.42307692,34.383,Family,United States of America
4521610.0,Fantasia,Released,1940.0,76411819.0,2280000,33.5139557,28.494,Family,United States of America
4521492.0,The Great Dictator,Released,1940.0,11000000.0,2000000,5.5,20.506,Comedy,United States of America
4535493.0,Waterloo Bridge,Released,1940.0,2500000.0,1200000,2.083333333,15.357,Drama,United States of America
4522693.0,Rebecca,Released,1940.0,7592465.0,1288000,5.894770963,14.81,Horror,United States of America
4524362.0,The Grapes of Wrath,Released,1940.0,1591000.0,800000,1.98875,13.497,Drama,United States of America
4534865.0,My Favorite Wife,Released,1940.0,2057000.0,921000,2.233441911,11.149,Comedy,United States of America
4538501.0,They Drive by Night,Released,1940.0,1596000.0,539000,2.961038961,8.953,Drama,United States of America
4537330.0,The Sea Hawk,Released,1940.0,2000000.0,1700000,1.176470588,8.311,Action,United States of America
4546117.0,The Invisible Woman,Released,1940.0,659600.0,269062,2.451479585,7.413,Romance,United States of America
4549010.0,Boom Town,Released,1940.0,5000000.0,1600000,3.125,5.696,Action,United States of America
4564076.0,Virginia City,Released,1940.0,2372567.0,1179000,2.012355386,2.477,Action,United States of America
4616998.0,Andy Hardy Meets Debutante,Released,1940.0,2623000.0,436000,6.016055046,2.281,Comedy,United States of America
4587329.0,The House Across the Bay,Released,1940.0,684374.0,713965,0.958553991,2.055,Drama,United States of America
4520932.0,Dumbo,Released,1941.0,1600000.0,812000,1.97044335,60.157,Family,United States of America
4520842.0,Citizen Kane,Released,1941.0,23218000.0,839727,27.64946227,28.218,Horror,United States of America
4522825.0,The Maltese Falcon,Released,1941.0,1772000.0,375000,4.725333333,22.121,Horror,United States of America
4528146.0,How Green Was My Valley,Released,1941.0,6000000.0,1250000,4.8,15.108,Drama,United States of America
4532459.0,Sergeant York,Released,1941.0,16361885.0,1400000,11.68706071,14.817,Documentary,United States of America
4525073.0,Suspicion,Released,1941.0,4500000.0,1103000,4.079782412,13.484,Horror,United States of America
4532668.0,Mr. & Mrs. Smith,Released,1941.0,1400000.0,743000,1.884253028,10.955,Comedy,United States of America
4539436.0,Shadow of the Thin Man,Released,1941.0,2301000.0,821000,2.802679659,8.986,Comedy,United States of America
4527452.0,Sullivan's Travels,Released,1941.0,1200000.0,700000,1.714285714,7.568,Action,United States of America
4581034.0,"Tom, Dick and Harry",Released,1941.0,1628000.0,806000,2.019851117,3.461,Comedy,United States of America
4562441.0,Love Crazy,Released,1941.0,2000000.0,889900,2.247443533,3.443,Comedy,United States of America
4748812.0,The Way of All Pests,Released,1941.0,59967.0,59967,1.0,0.871,Family,United States of America
4520799.0,Bambi,Released,1942.0,267447150.0,858000,311.709965,43.491,Family,United States of America
4527165.0,Saboteur,Released,1942.0,1250000.0,780000,1.602564103,16.811,Horror,United States of America
4526333.0,Cat People,Released,1942.0,4000000.0,134000,29.85074627,12.933,Horror,United States of America
4542139.0,The Black Swan,Released,1942.0,5727000.0,1493800,3.833846566,12.6,Action,United States of America
4530839.0,Mrs. Miniver,Released,1942.0,13500000.0,1344000,10.04464286,11.36,Drama,United States of America
4525471.0,To Be or Not to Be,Released,1942.0,1500000.0,1200000,1.25,10.361,Comedy,United States of America
4534664.0,This Gun for Hire,Released,1942.0,1000000.0,512423,1.951512715,9.326,Horror,United States of America
4559819.0,Crossroads,Released,1942.0,2321000.0,846000,2.743498818,7.357,Horror,United States of America
4550946.0,Arabian Nights,Released,1942.0,3453416.0,904765,3.816920416,4.556,Action,United States of America
4555625.0,Invisible Agent,Released,1942.0,1040000.0,322000,3.229813665,4.511,Action,United States of America
4550953.0,For Me and My Gal,Released,1942.0,4371000.0,802000,5.450124688,2.977,Documentary,United States of America
4569795.0,Grand Central Murder,Released,1942.0,515000.0,250000,2.06,2.524,Horror,United States of America
4579631.0,The Big Shot,Released,1942.0,1783000.0,417000,4.275779376,2.439,Horror,United States of America
4602000.0,Andy Hardy's Double Life,Released,1942.0,2647000.0,369000,7.173441734,2.331,Comedy,United States of America
4694480.0,The Affairs of Martha,Released,1942.0,375000.0,240000,1.5625,1.4,Romance,United States of America
4710581.0,The Bashful Bachelor,Released,1942.0,675000.0,165000,4.090909091,1.264,Comedy,United States of America
4520862.0,Casablanca,Released,1943.0,10462500.0,878000,11.91628702,25.177,Drama,United States of America
4533069.0,For Whom the Bell Tolls,Released,1943.0,17800000.0,3000000,5.933333333,10.558,Drama,United States of America
4540504.0,The Outlaw,Released,1943.0,5075000.0,3400000,1.492647059,10.115,Action,United States of America
4546295.0,Destination Tokyo,Released,1943.0,4544000.0,1516000,2.997361478,7.631,Action,United States of America
4537512.0,Five Graves to Cairo,Released,1943.0,1200000.0,855000,1.403508772,7.488,Horror,United States of America
4547943.0,The Return of the Vampire,Released,1943.0,1090000.0,75000,14.53333333,6.752,Horror,United States of America
4549679.0,A Guy Named Joe,Released,1943.0,5363000.0,2627000,2.041492196,5.726,Drama,United States of America
4549773.0,Action in the North Atlantic,Released,1943.0,3460000.0,2231000,1.550874048,5.387,Action,United States of America
4558952.0,Thank Your Lucky Stars,Released,1943.0,3621000.0,1568000,2.309311224,4.353,Comedy,United States of America
4554832.0,Victory Through Air Power,Released,1943.0,788000.0,799000,0.986232791,4.324,Family,United States of America
4557365.0,Cabin in the Sky,Released,1943.0,1606624.0,662141,2.426407668,4.052,Fantasy,United States of America
4571237.0,Hitler's Children,Released,1943.0,3355000.0,205000,16.36585366,3.469,Romance,United States of America
4573589.0,The Sky's the Limit,Released,1943.0,2185000.0,871000,2.508610792,3.274,Comedy,United States of America
4565711.0,The Human Comedy,Released,1943.0,3900000.0,1000000,3.9,2.933,Comedy,United States of America
4626774.0,Coney Island,Released,1943.0,3305000.0,1620000,2.040123457,2.911,Comedy,United States of America
4557302.0,Edge of Darkness,Released,1943.0,3669000.0,1653000,2.219600726,2.555,Drama,United States of America
4679420.0,Best Foot Forward,Released,1943.0,2704000.0,1162000,2.327022375,2.339,Comedy,United States of America
4522641.0,Double Indemnity,Released,1944.0,2500000.0,927262,2.696109622,20.719,Horror,United States of America
4525052.0,Laura,Released,1944.0,2000000.0,1020000,1.960784314,14.557,Drama,United States of America
4528563.0,Meet Me in St. Louis,Released,1944.0,7566000.0,1707561,4.430881239,11.171,Comedy,United States of America
4527624.0,Lifeboat,Released,1944.0,1000000.0,1590000,0.628930818,9.216,Action,United States of America
4560898.0,Bathing Beauty,Released,1944.0,6892000.0,2361000,2.919102075,7.794,Comedy,United States of America
4541018.0,The Thin Man Goes Home,Released,1944.0,2814000.0,1401000,2.00856531,6.006,Comedy,United States of America
4581593.0,Dragon Seed,Released,1944.0,4627000.0,3070000,1.507166124,5.475,Drama,United States of America
4556022.0,The Seventh Cross,Released,1944.0,3600000.0,1300000,2.769230769,4.382,Drama,United States of America
4592000.0,Kismet,Released,1944.0,1827000.0,3015000,0.605970149,3.074,Action,United States of America
4603789.0,The Adventures of Mark Twain,Released,1944.0,2350000.0,1623000,1.447935921,2.292,Action,United States of America
4570683.0,Wilson,Released,1944.0,2000000.0,2995000,0.667779633,2.012,Drama,United States of America
4524726.0,"Rome, Open City",Released,1945.0,1000000.0,20000,50.0,15.311,Drama,Italy
4526270.0,The Lost Weekend,Released,1945.0,11000000.0,1250000,8.8,15.112,Drama,United States of America
4534737.0,Anchors Aweigh,Released,1945.0,7500000.0,2600000,2.884615385,13.105,Comedy,United States of America
4528588.0,Scarlet Street,Released,1945.0,2948500.0,1202000,2.452995008,12.26,Drama,United States of America
4524687.0,Spellbound,Released,1945.0,7000000.0,1500000,4.666666667,12.156,Horror,United States of America
4528145.0,Mildred Pierce,Released,1945.0,5638000.0,1453000,3.880247763,11.618,Horror,United States of America
4535610.0,Christmas in Connecticut,Released,1945.0,3000000.0,864000,3.472222222,9.506,Comedy,United States of America
4538447.0,National Velvet,Released,1945.0,5840000.0,2770000,2.108303249,8.865,Drama,United States of America
4566483.0,The Valley of Decision,Released,1945.0,9132000.0,2160000,4.227777778,7.257,Drama,United States of America
4546112.0,Conflict,Released,1945.0,3707000.0,774000,4.789405685,6.303,Horror,United States of America
4547180.0,Hangover Square,Released,1945.0,1798500.0,1154000,1.558492201,5.964,Horror,United States of America
4593760.0,Danger Signal,Released,1945.0,1110000.0,471000,2.356687898,2.995,Horror,United States of America
4598477.0,Yolanda and the Thief,Released,1945.0,1791000.0,2443322,0.733018407,2.801,Fantasy,United States of America
